"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410120","6.3.3.1","49.1","","","","1"
"2021-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410121","6.3.3.2","42.3","","","","1"
"2021-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410122","6.3.3.3","55.9","","","","1"
"2021-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410123","6.3.3.4","163","","","","0"
"2021-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410124","6.3.3.5","141","","","","0"
"2021-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410125","6.3.3.6","185","","","","0"
"2021-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410126","7.1.1.1","13.5","","","","1"
"2021-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410127","7.1.1.2","11.7","","","","1"
"2021-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410128","7.1.1.3","15.5","","","","1"
"2021-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410129","7.1.1.4","954","","","","0"
"2021-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410130","7.1.1.5","823","","","","0"
"2021-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410131","7.1.1.6","1086","","","","0"
"2021-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410132","7.1.2.1","29.8","","","","1"
"2021-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410133","7.1.2.2","27.3","","","","1"
"2021-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410134","7.1.2.3","32.4","","","","1"
"2021-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410135","7.1.2.4","2108","","","","0"
"2021-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410136","7.1.2.5","1930","","","","0"
"2021-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410137","7.1.2.6","2286","","","","0"
"2021-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410138","7.1.3.1","56.7","","","","1"
"2021-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410139","7.1.3.2","53.8","","","","1"
"2021-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410140","7.1.3.3","59.5","","","","1"
"2021-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410141","7.1.3.4","4009","","","","0"
"2021-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410142","7.1.3.5","3809","","","","0"
"2021-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410143","7.1.3.6","4209","","","","0"
"2021-10","Quebec","2016A000224","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410144","7.2.1.1","11.0","","","","1"
"2021-10","Quebec","2016A000224","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410145","7.2.1.2","8.6","","","","1"
"2021-10","Quebec","2016A000224","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410146","7.2.1.3","14.0","","","","1"
"2021-10","Quebec","2016A000224","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410147","7.2.1.4","392","E","","","0"
"2021-10","Quebec","2016A000224","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410148","7.2.1.5","298","E","","","0"
"2021-10","Quebec","2016A000224","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410149","7.2.1.6","486","E","","","0"
"2021-10","Quebec","2016A000224","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410150","7.2.2.1","27.7","","","","1"
"2021-10","Quebec","2016A000224","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410151","7.2.2.2","24.1","","","","1"
"2021-10","Quebec","2016A000224","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410152","7.2.2.3","31.5","","","","1"
"2021-10","Quebec","2016A000224","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410153","7.2.2.4","981","","","","0"
"2021-10","Quebec","2016A000224","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410154","7.2.2.5","854","","","","0"
"2021-10","Quebec","2016A000224","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410155","7.2.2.6","1109","","","","0"
"2021-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410156","7.2.3.1","61.3","","","","1"
"2021-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410157","7.2.3.2","57.3","","","","1"
"2021-10","Quebec","2016A000224","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410158","7.2.3.3","65.2","","","","1"
"2021-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410159","7.2.3.4","2172","","","","0"
"2021-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410160","7.2.3.5","2036","","","","0"
"2021-10","Quebec","2016A000224","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410161","7.2.3.6","2309","","","","0"
"2021-10","Quebec","2016A000224","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410162","7.3.1.1","16.0","","","","1"
"2021-10","Quebec","2016A000224","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410163","7.3.1.2","13.3","","","","1"
"2021-10","Quebec","2016A000224","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410164","7.3.1.3","18.9","","","","1"
"2021-10","Quebec","2016A000224","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410165","7.3.1.4","563","","","","0"
"2021-10","Quebec","2016A000224","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410166","7.3.1.5","466","","","","0"
"2021-10","Quebec","2016A000224","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410167","7.3.1.6","659","","","","0"
"2021-10","Quebec","2016A000224","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410168","7.3.2.1","32.0","","","","1"
"2021-10","Quebec","2016A000224","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410169","7.3.2.2","28.5","","","","1"
"2021-10","Quebec","2016A000224","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410170","7.3.2.3","35.6","","","","1"
"2021-10","Quebec","2016A000224","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410171","7.3.2.4","1127","","","","0"
"2021-10","Quebec","2016A000224","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410172","7.3.2.5","1002","","","","0"
"2021-10","Quebec","2016A000224","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410173","7.3.2.6","1251","","","","0"
"2021-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410174","7.3.3.1","52.1","","","","1"
"2021-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410175","7.3.3.2","48.0","","","","1"
"2021-10","Quebec","2016A000224","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410176","7.3.3.3","56.1","","","","1"
"2021-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410177","7.3.3.4","1837","","","","0"
"2021-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410178","7.3.3.5","1695","","","","0"
"2021-10","Quebec","2016A000224","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410179","7.3.3.6","1978","","","","0"
"2021-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410180","8.1.1.1","12.9","","","","1"
"2021-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410181","8.1.1.2","11.4","","","","1"
"2021-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410182","8.1.1.3","14.6","","","","1"
"2021-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410183","8.1.1.4","1588","","","","0"
"2021-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410184","8.1.1.5","1395","","","","0"
"2021-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410185","8.1.1.6","1781","","","","0"
"2021-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410186","8.1.2.1","33.8","","","","1"
"2021-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410187","8.1.2.2","31.6","","","","1"
"2021-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410188","8.1.2.3","36.0","","","","1"
"2021-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410189","8.1.2.4","4155","","","","0"
"2021-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410190","8.1.2.5","3890","","","","0"
"2021-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410191","8.1.2.6","4420","","","","0"
"2021-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410192","8.1.3.1","53.3","","","","1"
"2021-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410193","8.1.3.2","51.1","","","","1"
"2021-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410194","8.1.3.3","55.6","","","","1"
"2021-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410195","8.1.3.4","6564","","","","0"
"2021-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410196","8.1.3.5","6290","","","","0"
"2021-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410197","8.1.3.6","6839","","","","0"
"2021-10","Ontario","2016A000235","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410198","8.2.1.1","12.8","","","","1"
"2021-10","Ontario","2016A000235","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410199","8.2.1.2","10.7","","","","1"
"2021-10","Ontario","2016A000235","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410200","8.2.1.3","15.2","","","","1"
"2021-10","Ontario","2016A000235","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410201","8.2.1.4","773","","","","0"
"2021-10","Ontario","2016A000235","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410202","8.2.1.5","639","","","","0"
"2021-10","Ontario","2016A000235","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410203","8.2.1.6","907","","","","0"
"2021-10","Ontario","2016A000235","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410204","8.2.2.1","30.0","","","","1"
"2021-10","Ontario","2016A000235","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410205","8.2.2.2","26.9","","","","1"
"2021-10","Ontario","2016A000235","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410206","8.2.2.3","33.1","","","","1"
"2021-10","Ontario","2016A000235","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410207","8.2.2.4","1805","","","","0"
"2021-10","Ontario","2016A000235","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410208","8.2.2.5","1615","","","","0"
"2021-10","Ontario","2016A000235","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410209","8.2.2.6","1994","","","","0"
"2021-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410210","8.2.3.1","57.2","","","","1"
"2021-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410211","8.2.3.2","53.9","","","","1"
"2021-10","Ontario","2016A000235","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410212","8.2.3.3","60.4","","","","1"
"2021-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410213","8.2.3.4","3445","","","","0"
"2021-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410214","8.2.3.5","3249","","","","0"
"2021-10","Ontario","2016A000235","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410215","8.2.3.6","3642","","","","0"
"2021-10","Ontario","2016A000235","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410216","8.3.1.1","13.0","","","","1"
"2021-10","Ontario","2016A000235","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410217","8.3.1.2","10.8","","","","1"
"2021-10","Ontario","2016A000235","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410218","8.3.1.3","15.4","","","","1"
"2021-10","Ontario","2016A000235","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410219","8.3.1.4","815","","","","0"
"2021-10","Ontario","2016A000235","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410220","8.3.1.5","671","","","","0"
"2021-10","Ontario","2016A000235","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410221","8.3.1.6","959","","","","0"
"2021-10","Ontario","2016A000235","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410222","8.3.2.1","37.4","","","","1"
"2021-10","Ontario","2016A000235","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410223","8.3.2.2","34.4","","","","1"
"2021-10","Ontario","2016A000235","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410224","8.3.2.3","40.4","","","","1"
"2021-10","Ontario","2016A000235","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410225","8.3.2.4","2350","","","","0"
"2021-10","Ontario","2016A000235","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410226","8.3.2.5","2162","","","","0"
"2021-10","Ontario","2016A000235","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410227","8.3.2.6","2539","","","","0"
"2021-10","Ontario","2016A000235","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410228","8.3.3.1","49.6","","","","1"
"2021-10","Ontario","2016A000235","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410229","8.3.3.2","46.3","","","","1"
"2021-10","Ontario","2016A000235","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410230","8.3.3.3","52.9","","","","1"
"2021-10","Ontario","2016A000235","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410231","8.3.3.4","3119","","","","0"
"2021-10","Ontario","2016A000235","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410232","8.3.3.5","2914","","","","0"
"2021-10","Ontario","2016A000235","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410233","8.3.3.6","3324","","","","0"
"2021-10","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410234","9.1.1.1","14.9","","","","1"
"2021-10","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410235","9.1.1.2","12.9","","","","1"
"2021-10","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410236","9.1.1.3","17.2","","","","1"
"2021-10","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410237","9.1.1.4","815","","","","0"
"2021-10","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410238","9.1.1.5","701","","","","0"
"2021-10","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410239","9.1.1.6","930","","","","0"
"2021-10","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410240","9.1.2.1","36.2","","","","1"
"2021-10","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410241","9.1.2.2","33.6","","","","1"
"2021-10","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410242","9.1.2.3","38.8","","","","1"
"2021-10","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410243","9.1.2.4","1975","","","","0"
"2021-10","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410244","9.1.2.5","1832","","","","0"
"2021-10","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410245","9.1.2.6","2118","","","","0"
"2021-10","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410246","9.1.3.1","48.9","","","","1"
"2021-10","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410247","9.1.3.2","46.2","","","","1"
"2021-10","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410248","9.1.3.3","51.6","","","","1"
"2021-10","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410249","9.1.3.4","2672","","","","0"
"2021-10","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410250","9.1.3.5","2526","","","","0"
"2021-10","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410251","9.1.3.6","2818","","","","0"
"2021-10","Prairies Region","2016A00014","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410252","9.2.1.1","12.2","","","","1"
"2021-10","Prairies Region","2016A00014","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410253","9.2.1.2","9.3","","","","1"
"2021-10","Prairies Region","2016A00014","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410254","9.2.1.3","15.6","","","","1"
"2021-10","Prairies Region","2016A00014","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410255","9.2.1.4","335","E","","","0"
"2021-10","Prairies Region","2016A00014","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410256","9.2.1.5","251","E","","","0"
"2021-10","Prairies Region","2016A00014","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410257","9.2.1.6","418","E","","","0"
"2021-10","Prairies Region","2016A00014","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410258","9.2.2.1","32.0","","","","1"
"2021-10","Prairies Region","2016A00014","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410259","9.2.2.2","28.2","","","","1"
"2021-10","Prairies Region","2016A00014","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410260","9.2.2.3","36.0","","","","1"
"2021-10","Prairies Region","2016A00014","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410261","9.2.2.4","876","","","","0"
"2021-10","Prairies Region","2016A00014","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410262","9.2.2.5","770","","","","0"
"2021-10","Prairies Region","2016A00014","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410263","9.2.2.6","982","","","","0"
"2021-10","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410264","9.2.3.1","55.7","","","","1"
"2021-10","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410265","9.2.3.2","51.6","","","","1"
"2021-10","Prairies Region","2016A00014","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410266","9.2.3.3","59.8","","","","1"
"2021-10","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410267","9.2.3.4","1524","","","","0"
"2021-10","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410268","9.2.3.5","1413","","","","0"
"2021-10","Prairies Region","2016A00014","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410269","9.2.3.6","1636","","","","0"
"2021-10","Prairies Region","2016A00014","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410270","9.3.1.1","17.6","","","","1"
"2021-10","Prairies Region","2016A00014","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410271","9.3.1.2","14.7","","","","1"
"2021-10","Prairies Region","2016A00014","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410272","9.3.1.3","20.9","","","","1"
"2021-10","Prairies Region","2016A00014","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410273","9.3.1.4","481","","","","0"
"2021-10","Prairies Region","2016A00014","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410274","9.3.1.5","399","","","","0"
"2021-10","Prairies Region","2016A00014","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410275","9.3.1.6","563","","","","0"
"2021-10","Prairies Region","2016A00014","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410276","9.3.2.1","40.3","","","","1"
"2021-10","Prairies Region","2016A00014","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410277","9.3.2.2","36.6","","","","1"
"2021-10","Prairies Region","2016A00014","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410278","9.3.2.3","44.0","","","","1"
"2021-10","Prairies Region","2016A00014","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410279","9.3.2.4","1099","","","","0"
"2021-10","Prairies Region","2016A00014","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410280","9.3.2.5","999","","","","0"
"2021-10","Prairies Region","2016A00014","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410281","9.3.2.6","1198","","","","0"
"2021-10","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410282","9.3.3.1","42.1","","","","1"
"2021-10","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410283","9.3.3.2","38.3","","","","1"
"2021-10","Prairies Region","2016A00014","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410284","9.3.3.3","45.9","","","","1"
"2021-10","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410285","9.3.3.4","1147","","","","0"
"2021-10","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410286","9.3.3.5","1046","","","","0"
"2021-10","Prairies Region","2016A00014","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410287","9.3.3.6","1249","","","","0"
"2021-10","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410288","10.1.1.1","15.6","","","","1"
"2021-10","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410289","10.1.1.2","11.7","","","","1"
"2021-10","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410290","10.1.1.3","20.1","","","","1"
"2021-10","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410291","10.1.1.4","164","E","","","0"
"2021-10","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410292","10.1.1.5","121","E","","","0"
